,Indicator,Unit,Subgroup,Area,Area ID,Time Period,Source,Data Value,Footnotes
47813,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Mwanza,TZA001019,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47814,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Mara,TZA001020,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47815,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Manyara,TZA001021,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47816,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Njombe,TZA001022,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47817,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Katavi,TZA001023,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47818,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Simiyu,TZA001024,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47819,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Geita,TZA001025,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47821,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Kaskazini Unguja,TZA002051,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47822,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Kusini Unguja,TZA002052,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47823,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Mjini Magharibi,TZA002053,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47824,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Kaskazini Pemba,TZA002054,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47825,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Kusini Pemba,TZA002055,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47828,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Dodoma,TZA001001,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.72,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47829,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Arusha,TZA001002,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.62,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47830,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Kilimanjaro,TZA001003,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.7,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47831,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Tanga,TZA001004,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.38,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47832,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Morogoro,TZA001005,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.58,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47833,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Pwani,TZA001006,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47835,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Lindi,TZA001008,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47836,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Mtwara,TZA001009,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47837,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Ruvuma,TZA001010,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47838,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Iringa,TZA001011,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.45,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47839,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Mbeya,TZA001012,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.27,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47840,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Singida,TZA001013,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47841,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Tabora,TZA001014,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.38,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47842,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Rukwa,TZA001015,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47843,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Kigoma,TZA001016,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47844,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Shinyanga,TZA001017,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47845,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Kagera,TZA001018,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,2.47,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47846,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Mwanza,TZA001019,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47847,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Mara,TZA001020,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,1.35,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47848,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Manyara,TZA001021,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47849,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Njombe,TZA001022,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47850,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Katavi,TZA001023,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47851,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Simiyu,TZA001024,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.55,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47852,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Geita,TZA001025,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.56,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47854,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Kaskazini Unguja,TZA002051,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47855,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Kusini Unguja,TZA002052,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47856,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Mjini Magharibi,TZA002053,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47857,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Kaskazini Pemba,TZA002054,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47858,Yield in a crops,Tons/Hectars,Sunflower Short rainy season,Kusini Pemba,TZA002055,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47861,Yield in a crops,Tons/Hectars,Simsim Short rainy season,Dodoma,TZA001001,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47862,Yield in a crops,Tons/Hectars,Simsim Short rainy season,Arusha,TZA001002,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47863,Yield in a crops,Tons/Hectars,Simsim Short rainy season,Kilimanjaro,TZA001003,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47864,Yield in a crops,Tons/Hectars,Simsim Short rainy season,Tanga,TZA001004,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.31,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47865,Yield in a crops,Tons/Hectars,Simsim Short rainy season,Morogoro,TZA001005,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.53,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47866,Yield in a crops,Tons/Hectars,Simsim Short rainy season,Pwani,TZA001006,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.16,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47868,Yield in a crops,Tons/Hectars,Simsim Short rainy season,Lindi,TZA001008,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.37,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47869,Yield in a crops,Tons/Hectars,Simsim Short rainy season,Mtwara,TZA001009,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47870,Yield in a crops,Tons/Hectars,Simsim Short rainy season,Ruvuma,TZA001010,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47871,Yield in a crops,Tons/Hectars,Simsim Short rainy season,Iringa,TZA001011,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.02,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47872,Yield in a crops,Tons/Hectars,Simsim Short rainy season,Mbeya,TZA001012,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47873,Yield in a crops,Tons/Hectars,Simsim Short rainy season,Geita,TZA001025,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.34,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47875,Yield in a crops,Tons/Hectars,Simsim Short rainy season,Kaskazini Unguja,TZA002051,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47876,Yield in a crops,Tons/Hectars,Simsim Short rainy season,Kusini Unguja,TZA002052,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47877,Yield in a crops,Tons/Hectars,Simsim Short rainy season,Mjini Magharibi,TZA002053,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47879,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Kaskazini Unguja,TZA002051,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47880,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Kusini Unguja,TZA002052,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47881,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Mjini Magharibi,TZA002053,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47882,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Kaskazini Pemba,TZA002054,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47883,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Kusini Pemba,TZA002055,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47886,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Dodoma,TZA001001,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47887,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Arusha,TZA001002,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.59,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47888,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Kilimanjaro,TZA001003,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47889,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Tanga,TZA001004,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.14,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47890,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Morogoro,TZA001005,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,1.09,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47891,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Pwani,TZA001006,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.55,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47893,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Lindi,TZA001008,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.12,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47894,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Mtwara,TZA001009,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.5,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47895,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Ruvuma,TZA001010,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.3,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47896,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Iringa,TZA001011,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47897,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Mbeya,TZA001012,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47899,Yield in a crops,Tons/Hectars,Cotton Short rainy season,Kaskazini Unguja,TZA002051,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47900,Yield in a crops,Tons/Hectars,Cotton Short rainy season,Kusini Unguja,TZA002052,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47901,Yield in a crops,Tons/Hectars,Cotton Short rainy season,Mjini Magharibi,TZA002053,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
