ISO3,Country,Region,Service Type,Year,Coverage,Service level
TZA,United Republic of Tanzania,Iringa,Sanitation,2005,66.31094,Unimproved
TZA,United Republic of Tanzania,Kagera,Sanitation,2005,0.79154,Limited service
TZA,United Republic of Tanzania,Kagera,Sanitation,2005,84.09358,Unimproved
TZA,United Republic of Tanzania,Kagera,Sanitation,2005,3.97841,At least basic
TZA,United Republic of Tanzania,Kagera,Sanitation,2005,11.13646,Open defecation
TZA,United Republic of Tanzania,Kagera,Drinking water,2005,41.74589,Surface water
TZA,United Republic of Tanzania,Kagera,Drinking water,2005,28.4837,At least basic
TZA,United Republic of Tanzania,Kagera,Drinking water,2005,12.81175,Limited service
TZA,United Republic of Tanzania,Kagera,Drinking water,2005,16.95867,Unimproved
TZA,United Republic of Tanzania,Kigoma,Sanitation,2005,7.95048,At least basic
TZA,United Republic of Tanzania,Kigoma,Drinking water,2005,21.22835,Unimproved
TZA,United Republic of Tanzania,Kigoma,Drinking water,2005,30.79139,Surface water
TZA,United Republic of Tanzania,Kigoma,Sanitation,2005,79.68843,Unimproved
TZA,United Republic of Tanzania,Kigoma,Drinking water,2005,35.15166,At least basic
TZA,United Republic of Tanzania,Kigoma,Drinking water,2005,12.8286,Limited service
TZA,United Republic of Tanzania,Kigoma,Sanitation,2005,4.51929,Limited service
TZA,United Republic of Tanzania,Kigoma,Sanitation,2005,7.84179,Open defecation
TZA,United Republic of Tanzania,Kilimanjaro,Drinking water,2005,14.80378,Surface water
TZA,United Republic of Tanzania,Kilimanjaro,Drinking water,2005,8.86138,Unimproved
TZA,United Republic of Tanzania,Kilimanjaro,Drinking water,2005,8.67908,Limited service
TZA,United Republic of Tanzania,Kilimanjaro,Sanitation,2005,14.34493,At least basic
TZA,United Republic of Tanzania,Kilimanjaro,Drinking water,2005,67.65575,At least basic
TZA,United Republic of Tanzania,Kilimanjaro,Sanitation,2005,6.69802,Limited service
TZA,United Republic of Tanzania,Kilimanjaro,Sanitation,2005,0.94267,Open defecation
TZA,United Republic of Tanzania,Kilimanjaro,Sanitation,2005,78.01438,Unimproved
TZA,United Republic of Tanzania,Lindi,Sanitation,2005,6.91937,Limited service
TZA,United Republic of Tanzania,Lindi,Sanitation,2005,6.84266,Open defecation
TZA,United Republic of Tanzania,Lindi,Sanitation,2005,30.33396,At least basic
TZA,United Republic of Tanzania,Lindi,Drinking water,2005,54.80893,Unimproved
TZA,United Republic of Tanzania,Lindi,Drinking water,2005,14.65599,Limited service
TZA,United Republic of Tanzania,Lindi,Drinking water,2005,4.74401,Surface water
TZA,United Republic of Tanzania,Lindi,Sanitation,2005,55.90402,Unimproved
TZA,United Republic of Tanzania,Lindi,Drinking water,2005,25.79108,At least basic
TZA,United Republic of Tanzania,Manyara,Sanitation,2005,77.54433,Unimproved
TZA,United Republic of Tanzania,Manyara,Sanitation,2005,4.11644,At least basic
TZA,United Republic of Tanzania,Manyara,Drinking water,2005,26.07494,Limited service
TZA,United Republic of Tanzania,Manyara,Sanitation,2005,17.8579,Open defecation
TZA,United Republic of Tanzania,Manyara,Drinking water,2005,5.8488,Surface water
TZA,United Republic of Tanzania,Manyara,Drinking water,2005,23.9187,At least basic
TZA,United Republic of Tanzania,Manyara,Sanitation,2005,0.48133,Limited service
TZA,United Republic of Tanzania,Manyara,Drinking water,2005,44.15756,Unimproved
TZA,United Republic of Tanzania,Mara,Drinking water,2005,32.92985,Unimproved
TZA,United Republic of Tanzania,Mara,Drinking water,2005,3.12741,Limited service
TZA,United Republic of Tanzania,Mara,Sanitation,2005,54.57723,Unimproved
TZA,United Republic of Tanzania,Mara,Sanitation,2005,41.31676,Open defecation
TZA,United Republic of Tanzania,Mara,Sanitation,2005,1.41132,Limited service
TZA,United Republic of Tanzania,Mara,Sanitation,2005,2.6947,At least basic
TZA,United Republic of Tanzania,Mara,Drinking water,2005,42.98146,Surface water
TZA,United Republic of Tanzania,Mara,Drinking water,2005,20.96128,At least basic
TZA,United Republic of Tanzania,Mbeya,Sanitation,2005,3.93224,Limited service
TZA,United Republic of Tanzania,Mbeya,Drinking water,2005,26.49605,At least basic
TZA,United Republic of Tanzania,Mbeya,Drinking water,2005,9.59052,Limited service
TZA,United Republic of Tanzania,Mbeya,Sanitation,2005,71.6048,Unimproved
TZA,United Republic of Tanzania,Mbeya,Sanitation,2005,9.48343,At least basic
TZA,United Republic of Tanzania,Mbeya,Drinking water,2005,48.05307,Unimproved
TZA,United Republic of Tanzania,Mbeya,Drinking water,2005,15.86035,Surface water
TZA,United Republic of Tanzania,Mbeya,Sanitation,2005,14.97953,Open defecation
TZA,United Republic of Tanzania,Morogoro,Drinking water,2005,12.5676,Limited service
TZA,United Republic of Tanzania,Morogoro,Sanitation,2005,4.1583,Open defecation
TZA,United Republic of Tanzania,Morogoro,Drinking water,2005,18.49634,Surface water
TZA,United Republic of Tanzania,Morogoro,Sanitation,2005,10.9616,At least basic
TZA,United Republic of Tanzania,Morogoro,Drinking water,2005,46.56648,At least basic
TZA,United Republic of Tanzania,Morogoro,Sanitation,2005,80.34164,Unimproved
TZA,United Republic of Tanzania,Morogoro,Drinking water,2005,22.36958,Unimproved
TZA,United Republic of Tanzania,Morogoro,Sanitation,2005,4.53846,Limited service
TZA,United Republic of Tanzania,Mtwara,Sanitation,2005,64.93716,Unimproved
TZA,United Republic of Tanzania,Mtwara,Sanitation,2005,6.1727,Open defecation
TZA,United Republic of Tanzania,Mtwara,Sanitation,2005,22.86896,At least basic
TZA,United Republic of Tanzania,Mtwara,Drinking water,2005,44.32473,Unimproved
TZA,United Republic of Tanzania,Mtwara,Drinking water,2005,15.10813,At least basic
TZA,United Republic of Tanzania,Mtwara,Sanitation,2005,6.02118,Limited service
TZA,United Republic of Tanzania,Mtwara,Drinking water,2005,19.97256,Limited service
TZA,United Republic of Tanzania,Mtwara,Drinking water,2005,20.59458,Surface water
TZA,United Republic of Tanzania,Mwanza,Sanitation,2005,7.79925,At least basic
TZA,United Republic of Tanzania,Mwanza,Drinking water,2005,14.66568,Limited service
TZA,United Republic of Tanzania,Mwanza,Sanitation,2005,16.86505,Open defecation
TZA,United Republic of Tanzania,Mwanza,Sanitation,2005,69.88077,Unimproved
TZA,United Republic of Tanzania,Mwanza,Drinking water,2005,24.22248,At least basic
TZA,United Republic of Tanzania,Mwanza,Drinking water,2005,32.3793,Unimproved
TZA,United Republic of Tanzania,Mwanza,Drinking water,2005,28.73255,Surface water
TZA,United Republic of Tanzania,Mwanza,Sanitation,2005,5.45492,Limited service
TZA,United Republic of Tanzania,Pemba North,Drinking water,2005,1.06601,Surface water
TZA,United Republic of Tanzania,Pemba North,Sanitation,2005,0.39363,Limited service
TZA,United Republic of Tanzania,Pemba North,Drinking water,2005,59.27528,At least basic
TZA,United Republic of Tanzania,Pemba North,Sanitation,2005,63.58339,Open defecation
TZA,United Republic of Tanzania,Pemba North,Sanitation,2005,19.63074,Unimproved
TZA,United Republic of Tanzania,Pemba North,Sanitation,2005,16.39224,At least basic
TZA,United Republic of Tanzania,Pemba North,Drinking water,2005,4.75438,Limited service
TZA,United Republic of Tanzania,Pemba North,Drinking water,2005,34.90434,Unimproved
TZA,United Republic of Tanzania,Pemba South,Sanitation,2005,1.24045,Limited service
TZA,United Republic of Tanzania,Pemba South,Drinking water,2005,0,Surface water
TZA,United Republic of Tanzania,Pemba South,Drinking water,2005,1.02084,Limited service
TZA,United Republic of Tanzania,Pemba South,Sanitation,2005,53.29438,Open defecation
TZA,United Republic of Tanzania,Pemba South,Drinking water,2005,82.4144,At least basic
TZA,United Republic of Tanzania,Pemba South,Sanitation,2005,29.824,At least basic
TZA,United Republic of Tanzania,Pemba South,Drinking water,2005,16.56476,Unimproved
TZA,United Republic of Tanzania,Pemba South,Sanitation,2005,15.64117,Unimproved
TZA,United Republic of Tanzania,Pwani,Sanitation,2005,0.18508,Limited service
TZA,United Republic of Tanzania,Pwani,Drinking water,2005,1.63603,Surface water
TZA,United Republic of Tanzania,Pwani,Sanitation,2005,90.83392,Unimproved
TZA,United Republic of Tanzania,Pwani,Drinking water,2005,14.47907,Limited service
TZA,United Republic of Tanzania,Pwani,Sanitation,2005,1.98858,At least basic
TZA,United Republic of Tanzania,Pwani,Drinking water,2005,34.20195,At least basic
TZA,United Republic of Tanzania,Pwani,Sanitation,2005,6.99241,Open defecation
TZA,United Republic of Tanzania,Pwani,Drinking water,2005,49.68295,Unimproved
TZA,United Republic of Tanzania,Rukwa,Drinking water,2005,13.82542,Limited service
TZA,United Republic of Tanzania,Rukwa,Sanitation,2005,82.96624,Unimproved
TZA,United Republic of Tanzania,Rukwa,Sanitation,2005,4.37198,Limited service
TZA,United Republic of Tanzania,Rukwa,Drinking water,2005,32.15457,At least basic
TZA,United Republic of Tanzania,Rukwa,Sanitation,2005,3.66678,At least basic
TZA,United Republic of Tanzania,Rukwa,Drinking water,2005,32.90715,Surface water
TZA,United Republic of Tanzania,Rukwa,Sanitation,2005,8.99501,Open defecation
TZA,United Republic of Tanzania,Rukwa,Drinking water,2005,21.11286,Unimproved
TZA,United Republic of Tanzania,Ruvuma,Drinking water,2005,14.37168,Surface water
TZA,United Republic of Tanzania,Ruvuma,Sanitation,2005,77.31961,Unimproved
TZA,United Republic of Tanzania,Ruvuma,Sanitation,2005,4.4054,Limited service
TZA,United Republic of Tanzania,Ruvuma,Sanitation,2005,15.32858,At least basic
TZA,United Republic of Tanzania,Ruvuma,Sanitation,2005,2.9464,Open defecation
TZA,United Republic of Tanzania,Ruvuma,Drinking water,2005,11.24673,Limited service
TZA,United Republic of Tanzania,Ruvuma,Drinking water,2005,31.49614,Unimproved
TZA,United Republic of Tanzania,Ruvuma,Drinking water,2005,42.88544,At least basic
TZA,United Republic of Tanzania,Shinyanga,Sanitation,2005,1.16589,Limited service
TZA,United Republic of Tanzania,Shinyanga,Drinking water,2005,13.66871,Surface water
TZA,United Republic of Tanzania,Shinyanga,Drinking water,2005,9.72475,Limited service
TZA,United Republic of Tanzania,Shinyanga,Sanitation,2005,69.21467,Unimproved
TZA,United Republic of Tanzania,Shinyanga,Drinking water,2005,42.80197,At least basic
TZA,United Republic of Tanzania,Shinyanga,Drinking water,2005,33.80457,Unimproved
TZA,United Republic of Tanzania,Shinyanga,Sanitation,2005,4.12003,At least basic
TZA,United Republic of Tanzania,Shinyanga,Sanitation,2005,25.4994,Open defecation
TZA,United Republic of Tanzania,Singida,Sanitation,2005,2.48754,Limited service
TZA,United Republic of Tanzania,Singida,Drinking water,2005,27.06716,At least basic
TZA,United Republic of Tanzania,Singida,Sanitation,2005,82.37024,Unimproved
TZA,United Republic of Tanzania,Singida,Sanitation,2005,5.16817,At least basic
TZA,United Republic of Tanzania,Singida,Sanitation,2005,9.97405,Open defecation
TZA,United Republic of Tanzania,Singida,Drinking water,2005,14.4904,Limited service
TZA,United Republic of Tanzania,Singida,Drinking water,2005,25.95464,Surface water
TZA,United Republic of Tanzania,Singida,Drinking water,2005,32.4878,Unimproved
TZA,United Republic of Tanzania,Tabora,Sanitation,2005,53.80219,Unimproved
TZA,United Republic of Tanzania,Tabora,Sanitation,2005,0.54299,Limited service
TZA,United Republic of Tanzania,Tabora,Drinking water,2005,5.16092,Limited service
TZA,United Republic of Tanzania,Tabora,Drinking water,2005,8.09476,Surface water
TZA,United Republic of Tanzania,Tabora,Sanitation,2005,6.20618,At least basic
TZA,United Republic of Tanzania,Tabora,Drinking water,2005,74.98382,Unimproved
TZA,United Republic of Tanzania,Tabora,Drinking water,2005,11.76049,At least basic
TZA,United Republic of Tanzania,Tabora,Sanitation,2005,39.44864,Open defecation
TZA,United Republic of Tanzania,Tanga,Sanitation,2005,7.75015,Open defecation
TZA,United Republic of Tanzania,Tanga,Drinking water,2005,12.86966,Limited service
TZA,United Republic of Tanzania,Tanga,Sanitation,2005,7.26514,Limited service
TZA,United Republic of Tanzania,Tanga,Sanitation,2005,77.39222,Unimproved
TZA,United Republic of Tanzania,Tanga,Drinking water,2005,38.1148,At least basic
TZA,United Republic of Tanzania,Tanga,Sanitation,2005,7.59249,At least basic
TZA,United Republic of Tanzania,Tanga,Drinking water,2005,22.42035,Surface water
TZA,United Republic of Tanzania,Tanga,Drinking water,2005,26.59519,Unimproved
TZA,United Republic of Tanzania,Town West,Drinking water,2005,0,Surface water
TZA,United Republic of Tanzania,Town West,Sanitation,2005,14.33857,Unimproved
TZA,United Republic of Tanzania,Town West,Drinking water,2005,7.6242,Unimproved
TZA,United Republic of Tanzania,Town West,Sanitation,2005,73.24858,At least basic
TZA,United Republic of Tanzania,Town West,Drinking water,2005,89.98165,At least basic
TZA,United Republic of Tanzania,Town West,Drinking water,2005,2.39415,Limited service
TZA,United Republic of Tanzania,Town West,Sanitation,2005,8.24285,Limited service
TZA,United Republic of Tanzania,Town West,Sanitation,2005,4.17,Open defecation
TZA,United Republic of Tanzania,Zanziba South,Drinking water,2005,83.62511,At least basic
TZA,United Republic of Tanzania,Zanziba South,Drinking water,2005,0,Surface water
TZA,United Republic of Tanzania,Zanziba South,Sanitation,2005,20.45284,Unimproved
TZA,United Republic of Tanzania,Zanziba South,Sanitation,2005,14.79394,Open defecation
TZA,United Republic of Tanzania,Zanziba South,Sanitation,2005,55.68502,At least basic
TZA,United Republic of Tanzania,Zanziba South,Drinking water,2005,3.99443,Limited service
TZA,United Republic of Tanzania,Zanziba South,Drinking water,2005,12.38046,Unimproved
TZA,United Republic of Tanzania,Zanziba South,Sanitation,2005,9.0682,Limited service
TZA,United Republic of Tanzania,Zanzibar North,Sanitation,2005,11.55188,Unimproved
TZA,United Republic of Tanzania,Zanzibar North,Drinking water,2005,20.15336,Unimproved
TZA,United Republic of Tanzania,Zanzibar North,Drinking water,2005,75.37264,At least basic
TZA,United Republic of Tanzania,Zanzibar North,Drinking water,2005,4.474,Limited service
TZA,United Republic of Tanzania,Zanzibar North,Sanitation,2005,40.83421,Open defecation
TZA,United Republic of Tanzania,Zanzibar North,Sanitation,2005,3.44016,Limited service
TZA,United Republic of Tanzania,Zanzibar North,Drinking water,2005,0,Surface water
TZA,United Republic of Tanzania,Zanzibar North,Sanitation,2005,44.17375,At least basic
TZA,United Republic of Tanzania,Arusha,Drinking water,2008,46.85551,At least basic
TZA,United Republic of Tanzania,Arusha,Sanitation,2008,35.53375,Open defecation
TZA,United Republic of Tanzania,Arusha,Drinking water,2008,16.5455,Surface water
TZA,United Republic of Tanzania,Arusha,Sanitation,2008,8.15326,At least basic
TZA,United Republic of Tanzania,Arusha,Drinking water,2008,7.10011,Unimproved
TZA,United Republic of Tanzania,Arusha,Drinking water,2008,29.49887,Limited service
TZA,United Republic of Tanzania,Arusha,Sanitation,2008,47.73611,Unimproved
TZA,United Republic of Tanzania,Arusha,Sanitation,2008,8.57688,Limited service
TZA,United Republic of Tanzania,Dar Es Salaam,Drinking water,2008,86.17239,At least basic
TZA,United Republic of Tanzania,Dar Es Salaam,Sanitation,2008,61.99941,Unimproved
TZA,United Republic of Tanzania,Dar Es Salaam,Sanitation,2008,15.78998,Limited service
TZA,United Republic of Tanzania,Dar Es Salaam,Drinking water,2008,10.33435,Unimproved
TZA,United Republic of Tanzania,Dar Es Salaam,Drinking water,2008,3.45938,Limited service
TZA,United Republic of Tanzania,Dar Es Salaam,Sanitation,2008,22.17716,At least basic
TZA,United Republic of Tanzania,Dar Es Salaam,Drinking water,2008,0.03387,Surface water
TZA,United Republic of Tanzania,Dar Es Salaam,Sanitation,2008,0.03345,Open defecation
TZA,United Republic of Tanzania,Dodoma,Drinking water,2008,21.24124,Limited service
TZA,United Republic of Tanzania,Dodoma,Drinking water,2008,29.29445,Unimproved
TZA,United Republic of Tanzania,Dodoma,Sanitation,2008,71.68034,Unimproved
TZA,United Republic of Tanzania,Dodoma,Sanitation,2008,20.27825,Open defecation
TZA,United Republic of Tanzania,Dodoma,Sanitation,2008,2.04044,Limited service
TZA,United Republic of Tanzania,Dodoma,Drinking water,2008,20.27097,Surface water
TZA,United Republic of Tanzania,Dodoma,Drinking water,2008,29.19334,At least basic
TZA,United Republic of Tanzania,Dodoma,Sanitation,2008,6.00097,At least basic
TZA,United Republic of Tanzania,Iringa,Drinking water,2008,19.64523,Surface water
TZA,United Republic of Tanzania,Iringa,Drinking water,2008,6.06542,Limited service
TZA,United Republic of Tanzania,Iringa,Sanitation,2008,5.12901,Open defecation
TZA,United Republic of Tanzania,Iringa,Drinking water,2008,63.29417,At least basic
TZA,United Republic of Tanzania,Iringa,Sanitation,2008,25.64703,At least basic
TZA,United Republic of Tanzania,Iringa,Sanitation,2008,4.24708,Limited service
TZA,United Republic of Tanzania,Iringa,Sanitation,2008,64.97687,Unimproved
TZA,United Republic of Tanzania,Iringa,Drinking water,2008,10.99518,Unimproved
TZA,United Republic of Tanzania,Kagera,Drinking water,2008,30.54517,Surface water
TZA,United Republic of Tanzania,Kagera,Drinking water,2008,22.29905,Unimproved
TZA,United Republic of Tanzania,Kagera,Sanitation,2008,76.80486,Unimproved
TZA,United Republic of Tanzania,Kagera,Drinking water,2008,30.48809,At least basic
TZA,United Republic of Tanzania,Kagera,Sanitation,2008,5.93431,At least basic
TZA,United Republic of Tanzania,Kagera,Drinking water,2008,16.66769,Limited service
TZA,United Republic of Tanzania,Kagera,Sanitation,2008,1.18069,Limited service
TZA,United Republic of Tanzania,Kagera,Sanitation,2008,16.08014,Open defecation
TZA,United Republic of Tanzania,Kigoma,Sanitation,2008,77.74359,Unimproved
TZA,United Republic of Tanzania,Kigoma,Sanitation,2008,4.71243,Limited service
TZA,United Republic of Tanzania,Kigoma,Drinking water,2008,28.15085,Surface water
TZA,United Republic of Tanzania,Kigoma,Sanitation,2008,9.25373,Open defecation
TZA,United Republic of Tanzania,Kigoma,Drinking water,2008,14.27281,Unimproved
TZA,United Republic of Tanzania,Kigoma,Drinking water,2008,40.38978,At least basic
TZA,United Republic of Tanzania,Kigoma,Drinking water,2008,17.18656,Limited service
TZA,United Republic of Tanzania,Kigoma,Sanitation,2008,8.29024,At least basic
TZA,United Republic of Tanzania,Kilimanjaro,Sanitation,2008,6.78867,Limited service
TZA,United Republic of Tanzania,Kilimanjaro,Drinking water,2008,8.60725,Limited service
TZA,United Republic of Tanzania,Kilimanjaro,Drinking water,2008,9.79001,Surface water
TZA,United Republic of Tanzania,Kilimanjaro,Drinking water,2008,78.00624,At least basic
TZA,United Republic of Tanzania,Kilimanjaro,Drinking water,2008,3.59649,Unimproved
TZA,United Republic of Tanzania,Kilimanjaro,Sanitation,2008,77.45214,Unimproved
TZA,United Republic of Tanzania,Kilimanjaro,Sanitation,2008,1.22011,Open defecation
TZA,United Republic of Tanzania,Kilimanjaro,Sanitation,2008,14.53908,At least basic
TZA,United Republic of Tanzania,Lindi,Drinking water,2008,14.81824,Surface water
TZA,United Republic of Tanzania,Lindi,Drinking water,2008,34.67709,At least basic
TZA,United Republic of Tanzania,Lindi,Sanitation,2008,5.99602,Limited service
TZA,United Republic of Tanzania,Lindi,Drinking water,2008,42.60802,Unimproved
TZA,United Republic of Tanzania,Lindi,Sanitation,2008,17.45817,Open defecation
TZA,United Republic of Tanzania,Lindi,Sanitation,2008,50.25972,Unimproved
TZA,United Republic of Tanzania,Lindi,Sanitation,2008,26.28608,At least basic
TZA,United Republic of Tanzania,Lindi,Drinking water,2008,7.89665,Limited service
TZA,United Republic of Tanzania,Manyara,Sanitation,2008,66.75131,Unimproved
TZA,United Republic of Tanzania,Manyara,Sanitation,2008,0.85422,Limited service
TZA,United Republic of Tanzania,Manyara,Drinking water,2008,18.34437,Unimproved
TZA,United Republic of Tanzania,Manyara,Drinking water,2008,17.97712,Limited service
TZA,United Republic of Tanzania,Manyara,Sanitation,2008,7.30548,At least basic
TZA,United Republic of Tanzania,Manyara,Sanitation,2008,25.08899,Open defecation
TZA,United Republic of Tanzania,Manyara,Drinking water,2008,28.04325,Surface water
TZA,United Republic of Tanzania,Manyara,Drinking water,2008,35.63526,At least basic
TZA,United Republic of Tanzania,Mara,Drinking water,2008,30.13192,Surface water
TZA,United Republic of Tanzania,Mara,Drinking water,2008,33.13354,At least basic
TZA,United Republic of Tanzania,Mara,Drinking water,2008,29.75268,Unimproved
TZA,United Republic of Tanzania,Mara,Sanitation,2008,8.04218,At least basic
TZA,United Republic of Tanzania,Mara,Sanitation,2008,56.03261,Unimproved
TZA,United Republic of Tanzania,Mara,Drinking water,2008,6.98187,Limited service
TZA,United Republic of Tanzania,Mara,Sanitation,2008,31.71321,Open defecation
TZA,United Republic of Tanzania,Mara,Sanitation,2008,4.212,Limited service
TZA,United Republic of Tanzania,Mbeya,Drinking water,2008,21.00684,Unimproved
TZA,United Republic of Tanzania,Mbeya,Sanitation,2008,12.59322,At least basic
TZA,United Republic of Tanzania,Mbeya,Sanitation,2008,69.67118,Unimproved
TZA,United Republic of Tanzania,Mbeya,Drinking water,2008,45.59011,At least basic
TZA,United Republic of Tanzania,Mbeya,Drinking water,2008,17.46158,Surface water
TZA,United Republic of Tanzania,Mbeya,Sanitation,2008,5.22169,Limited service
TZA,United Republic of Tanzania,Mbeya,Drinking water,2008,15.94146,Limited service
TZA,United Republic of Tanzania,Mbeya,Sanitation,2008,12.5139,Open defecation
TZA,United Republic of Tanzania,Morogoro,Sanitation,2008,7.62427,Open defecation
TZA,United Republic of Tanzania,Morogoro,Drinking water,2008,17.08024,Limited service
TZA,United Republic of Tanzania,Morogoro,Drinking water,2008,19.29125,Surface water
TZA,United Republic of Tanzania,Morogoro,Sanitation,2008,5.58744,Limited service
TZA,United Republic of Tanzania,Morogoro,Drinking water,2008,42.74148,At least basic
TZA,United Republic of Tanzania,Morogoro,Drinking water,2008,20.88703,Unimproved
TZA,United Republic of Tanzania,Morogoro,Sanitation,2008,73.29311,Unimproved
TZA,United Republic of Tanzania,Morogoro,Sanitation,2008,13.49518,At least basic
TZA,United Republic of Tanzania,Mtwara,Drinking water,2008,40.58432,Unimproved
TZA,United Republic of Tanzania,Mtwara,Sanitation,2008,21.1529,At least basic
TZA,United Republic of Tanzania,Mtwara,Drinking water,2008,12.53265,Limited service
TZA,United Republic of Tanzania,Mtwara,Sanitation,2008,11.72104,Open defecation
TZA,United Republic of Tanzania,Mtwara,Sanitation,2008,5.56936,Limited service
TZA,United Republic of Tanzania,Mtwara,Sanitation,2008,61.55671,Unimproved
TZA,United Republic of Tanzania,Mtwara,Drinking water,2008,27.53037,Surface water
TZA,United Republic of Tanzania,Mtwara,Drinking water,2008,19.35266,At least basic
TZA,United Republic of Tanzania,Mwanza,Drinking water,2008,9.84279,Limited service
TZA,United Republic of Tanzania,Mwanza,Sanitation,2008,24.18718,Open defecation
TZA,United Republic of Tanzania,Mwanza,Sanitation,2008,6.21698,At least basic
TZA,United Republic of Tanzania,Mwanza,Sanitation,2008,65.24758,Unimproved
TZA,United Republic of Tanzania,Mwanza,Drinking water,2008,36.08504,Unimproved
TZA,United Republic of Tanzania,Mwanza,Sanitation,2008,4.34826,Limited service
TZA,United Republic of Tanzania,Mwanza,Drinking water,2008,25.50397,Surface water
TZA,United Republic of Tanzania,Mwanza,Drinking water,2008,28.5682,At least basic
TZA,United Republic of Tanzania,Pemba 1,Sanitation,2008,20.11226,Unimproved
TZA,United Republic of Tanzania,Pemba 1,Drinking water,2008,2.883,Limited service
TZA,United Republic of Tanzania,Pemba 1,Drinking water,2008,0.02504,Surface water
TZA,United Republic of Tanzania,Pemba 1,Drinking water,2008,73.40383,At least basic
TZA,United Republic of Tanzania,Pemba 1,Sanitation,2008,61.431,Open defecation
TZA,United Republic of Tanzania,Pemba 1,Drinking water,2008,23.68813,Unimproved
TZA,United Republic of Tanzania,Pemba 1,Sanitation,2008,18.02393,At least basic
TZA,United Republic of Tanzania,Pemba 1,Sanitation,2008,0.43281,Limited service
TZA,United Republic of Tanzania,Pemba 2,Sanitation,2008,33.08412,At least basic
TZA,United Republic of Tanzania,Pemba 2,Sanitation,2008,14.37721,Unimproved
TZA,United Republic of Tanzania,Pemba 2,Drinking water,2008,0.62602,Surface water
TZA,United Republic of Tanzania,Pemba 2,Sanitation,2008,51.16262,Open defecation
TZA,United Republic of Tanzania,Pemba 2,Drinking water,2008,11.48154,Unimproved
TZA,United Republic of Tanzania,Pemba 2,Sanitation,2008,1.37605,Limited service
TZA,United Republic of Tanzania,Pemba 2,Drinking water,2008,0,Limited service
TZA,United Republic of Tanzania,Pemba 2,Drinking water,2008,87.89244,At least basic
TZA,United Republic of Tanzania,Pwani,Drinking water,2008,36.88682,Unimproved
TZA,United Republic of Tanzania,Pwani,Sanitation,2008,0.40837,Limited service
TZA,United Republic of Tanzania,Pwani,Drinking water,2008,12.82569,Surface water
TZA,United Republic of Tanzania,Pwani,Sanitation,2008,83.76669,Unimproved
TZA,United Republic of Tanzania,Pwani,Drinking water,2008,40.80646,At least basic
TZA,United Republic of Tanzania,Pwani,Drinking water,2008,9.48103,Limited service
TZA,United Republic of Tanzania,Pwani,Sanitation,2008,11.43736,Open defecation
TZA,United Republic of Tanzania,Pwani,Sanitation,2008,4.38759,At least basic
TZA,United Republic of Tanzania,Rukwa,Sanitation,2008,4.4258,At least basic
TZA,United Republic of Tanzania,Rukwa,Sanitation,2008,84.32487,Unimproved
TZA,United Republic of Tanzania,Rukwa,Sanitation,2008,5.97235,Open defecation
TZA,United Republic of Tanzania,Rukwa,Drinking water,2008,33.12518,At least basic
TZA,United Republic of Tanzania,Rukwa,Sanitation,2008,5.27698,Limited service
TZA,United Republic of Tanzania,Rukwa,Drinking water,2008,37.75474,Unimproved
TZA,United Republic of Tanzania,Rukwa,Drinking water,2008,17.00053,Limited service
TZA,United Republic of Tanzania,Rukwa,Drinking water,2008,12.11955,Surface water
TZA,United Republic of Tanzania,Ruvuma,Drinking water,2008,14.71321,Unimproved
TZA,United Republic of Tanzania,Ruvuma,Sanitation,2008,14.90855,At least basic
TZA,United Republic of Tanzania,Ruvuma,Drinking water,2008,11.11292,Limited service
TZA,United Republic of Tanzania,Ruvuma,Drinking water,2008,11.11612,Surface water
TZA,United Republic of Tanzania,Ruvuma,Sanitation,2008,4.28469,Limited service
TZA,United Republic of Tanzania,Ruvuma,Sanitation,2008,78.03323,Unimproved
TZA,United Republic of Tanzania,Ruvuma,Sanitation,2008,2.77353,Open defecation
TZA,United Republic of Tanzania,Ruvuma,Drinking water,2008,63.05776,At least basic
TZA,United Republic of Tanzania,Shinyanga,Drinking water,2008,36.39421,Unimproved
TZA,United Republic of Tanzania,Shinyanga,Sanitation,2008,27.10824,Open defecation
TZA,United Republic of Tanzania,Shinyanga,Sanitation,2008,69.44893,Unimproved
TZA,United Republic of Tanzania,Shinyanga,Sanitation,2008,0.75937,Limited service
TZA,United Republic of Tanzania,Shinyanga,Drinking water,2008,20.93447,Limited service
TZA,United Republic of Tanzania,Shinyanga,Sanitation,2008,2.68346,At least basic
TZA,United Republic of Tanzania,Shinyanga,Drinking water,2008,30.91106,At least basic
TZA,United Republic of Tanzania,Shinyanga,Drinking water,2008,11.76026,Surface water
TZA,United Republic of Tanzania,Singida,Drinking water,2008,13.60159,Limited service
TZA,United Republic of Tanzania,Singida,Drinking water,2008,40.94203,Surface water
TZA,United Republic of Tanzania,Singida,Drinking water,2008,26.49082,Unimproved
TZA,United Republic of Tanzania,Singida,Sanitation,2008,80.64561,Unimproved
TZA,United Republic of Tanzania,Singida,Sanitation,2008,2.52075,Limited service
TZA,United Republic of Tanzania,Singida,Sanitation,2008,5.23717,At least basic
TZA,United Republic of Tanzania,Singida,Drinking water,2008,18.96556,At least basic
TZA,United Republic of Tanzania,Singida,Sanitation,2008,11.59646,Open defecation
TZA,United Republic of Tanzania,Tabora,Sanitation,2008,35.67484,Open defecation
TZA,United Republic of Tanzania,Tabora,Sanitation,2008,7.36485,At least basic
